stock_code,target_month,model,sigma,sigma_source,n_residuals_product,abc_class,zero_mad
21313,2011-06,B1_last_month,105.264600,product,12,A,False
21314,2011-06,B1_last_month,135.657900,product,12,A,False
21316,2011-06,B1_last_month,25.945500,product,12,B,False
21317,2011-06,B1_last_month,5.930400,product,12,B,False
21318,2011-06,B1_last_month,34.841100,product,12,C,False
21319,2011-06,B1_last_month,22.239000,product,12,C,False
21320,2011-06,B1_last_month,22.239000,product,12,B,False
21324,2011-06,B1_last_month,28.910700,product,12,B,False
21326,2011-06,B1_last_month,593.781300,product,12,A,False
21327,2011-06,B1_last_month,31.134600,product,12,B,False
21328,2011-06,B1_last_month,48.925800,product,12,B,False
21329,2011-06,B1_last_month,40.030200,product,12,B,False
21331,2011-06,B1_last_month,5.189100,product,12,C,False
21332,2011-06,B1_last_month,3.706500,product,12,B,False
21333,2011-06,B1_last_month,12.602100,product,12,B,False
21336,2011-06,B1_last_month,7.413000,product,12,C,False
21340,2011-06,B1_last_month,70.423500,product,12,A,False
21344,2011-06,B1_last_month,1.482600,product,12,C,False
21348,2011-06,B1_last_month,15.567300,product,12,B,False
21349,2011-06,B1_last_month,5.189100,product,12,A,False
21351,2011-06,B1_last_month,4.447800,product,11,A,False
21352,2011-06,B1_last_month,42.995400,product,10,B,False
21354,2011-06,B1_last_month,34.841100,product,12,B,False
21355,2011-06,B1_last_month,28.169400,product,12,A,False
21356,2011-06,B1_last_month,39.288900,product,12,B,False
21357,2011-06,B1_last_month,18.532500,product,12,B,False
21358,2011-06,B1_last_month,34.099800,product,12,B,False
21359,2011-06,B1_last_month,3.706500,product,12,B,False
21360,2011-06,B1_last_month,15.567300,product,12,B,False
21361,2011-06,B1_last_month,13.343400,product,12,A,False
21363,2011-06,B1_last_month,20.015100,product,12,A,False
21364,2011-06,B1_last_month,6.671700,product,12,A,False
21365,2011-06,B1_last_month,11.860800,product,12,C,False
21366,2011-06,B1_last_month,7.413000,product,12,B,False
21367,2011-06,B1_last_month,2.223900,product,12,C,False
21368,2011-06,B1_last_month,1.482600,product,12,C,False
21369,2011-06,B1_last_month,1.482600,product,12,C,False
21370,2011-06,B1_last_month,1.482600,product,12,C,False
21371,2011-06,B1_last_month,8.154300,product,12,C,False
21372,2011-06,B1_last_month,2.965200,product,12,C,False
21374,2011-06,B1_last_month,11.860800,product,12,C,False
21375,2011-06,B1_last_month,3.706500,product,12,C,False
21376,2011-06,B1_last_month,5.189100,product,12,C,False
21377,2011-06,B1_last_month,10.378200,product,12,C,False
21378,2011-06,B1_last_month,14.084700,product,12,C,False
21379,2011-06,B1_last_month,14.084700,product,12,C,False
21380,2011-06,B1_last_month,90.438600,product,12,A,False
21381,2011-06,B1_last_month,183.101100,product,12,A,False
21382,2011-06,B1_last_month,14.084700,product,12,C,False
21383,2011-06,B1_last_month,29.652000,product,12,B,False
21385,2011-06,B1_last_month,329.878500,product,12,A,False
21386,2011-06,B1_last_month,27.428100,product,12,C,False
21389,2011-06,B1_last_month,76.353900,product,12,B,False
21390,2011-06,B1_last_month,186.807600,product,12,A,False
21391,2011-06,B1_last_month,23.721600,product,12,B,False
21392,2011-06,B1_last_month,14.826000,product,12,B,False
21393,2011-06,B1_last_month,18.532500,product,12,B,False
21394,2011-06,B1_last_month,22.239000,product,12,B,False
21395,2011-06,B1_last_month,15.567300,product,12,C,False
21397,2011-06,B1_last_month,103.040700,product,12,B,False
21398,2011-06,B1_last_month,17.791200,product,12,B,False
21399,2011-06,B1_last_month,24.462900,product,12,B,False
21400,2011-06,B1_last_month,40.030200,product,12,C,False
21401,2011-06,B1_last_month,37.065000,product,12,C,False
21402,2011-06,B1_last_month,27.428100,product,12,C,False
21403,2011-06,B1_last_month,77.836500,product,12,C,False
21407,2011-06,B1_last_month,26.686800,product,12,A,False
21408,2011-06,B1_last_month,22.239000,product,12,B,False
21410,2011-06,B1_last_month,2.965200,product,12,B,False
21411,2011-06,B1_last_month,28.169400,product,12,A,False
21413,2011-06,B1_last_month,9.636900,product,12,B,False
21414,2011-06,B1_last_month,2.223900,product,12,C,False
21415,2011-06,B1_last_month,14.084700,product,12,C,False
21416,2011-06,B1_last_month,1.482600,product,12,C,False
21417,2011-06,B1_last_month,11.119500,product,12,C,False
21418,2011-06,B1_last_month,8.154300,product,12,C,False
21420,2011-06,B1_last_month,3.706500,product,12,C,False
21421,2011-06,B1_last_month,114.901500,product,12,B,False
21422,2011-06,B1_last_month,107.488500,product,12,B,False
21424,2011-06,B1_last_month,30.393300,product,12,B,False
21425,2011-06,B1_last_month,22.980300,product,12,B,False
21426,2011-06,B1_last_month,38.547600,product,12,B,False
21427,2011-06,B1_last_month,8.154300,product,12,C,False
21428,2011-06,B1_last_month,88.214700,product,12,A,False
21429,2011-06,B1_last_month,203.857500,product,12,A,False
21430,2011-06,B1_last_month,97.110300,product,12,A,False
21439,2011-06,B1_last_month,111.195000,product,12,B,False
21441,2011-06,B1_last_month,8.154300,product,12,C,False
21442,2011-06,B1_last_month,15.567300,product,12,C,False
21445,2011-06,B1_last_month,59.304000,product,12,B,False
21446,2011-06,B1_last_month,57.080100,product,12,B,False
21447,2011-06,B1_last_month,74.130000,product,12,A,False
21448,2011-06,B1_last_month,50.408400,product,12,B,False
21452,2011-06,B1_last_month,36.323700,product,12,A,False
21454,2011-06,B1_last_month,14.826000,product,12,C,False
21455,2011-06,B1_last_month,17.049900,product,12,C,False
21456,2011-06,B1_last_month,14.084700,product,12,C,False
21457,2011-06,B1_last_month,13.343400,product,12,C,False
21458,2011-06,B1_last_month,12.602100,product,12,C,False
21459,2011-06,B1_last_month,0.000000,product,9,C,True
21460,2011-06,B1_last_month,0.000000,product,9,C,True
21461,2011-06,B1_last_month,2.965200,product,12,C,False
21462,2011-06,B1_last_month,10.378200,product,12,B,False
21463,2011-06,B1_last_month,17.791200,product,12,A,False
21464,2011-06,B1_last_month,17.791200,product,12,B,False
21465,2011-06,B1_last_month,20.015100,product,12,B,False
21466,2011-06,B1_last_month,31.134600,product,12,B,False
21467,2011-06,B1_last_month,25.945500,product,12,B,False
21468,2011-06,B1_last_month,15.567300,product,12,B,False
21469,2011-06,B1_last_month,15.567300,product,12,B,False
21470,2011-06,B1_last_month,37.065000,product,12,A,False
21471,2011-06,B1_last_month,58.562700,product,12,A,False
21472,2011-06,B1_last_month,19.273800,product,12,A,False
21473,2011-06,B1_last_month,2.223900,product,12,B,False
21476,2011-06,B1_last_month,3.706500,product,12,B,False
21479,2011-06,B1_last_month,8.895600,product,10,A,False
21481,2011-06,B1_last_month,186.066300,product,12,A,False
21484,2011-06,B1_last_month,92.662500,product,12,A,False
21485,2011-06,B1_last_month,174.946800,product,12,A,False
21486,2011-06,B1_last_month,6.671700,product,12,A,False
21488,2011-06,B1_last_month,12.602100,product,12,A,False
21491,2011-06,B1_last_month,11.860800,product,12,A,False
21494,2011-06,B1_last_month,47.443200,product,12,A,False
21495,2011-06,B1_last_month,240.922500,product,12,A,False
21497,2011-06,B1_last_month,333.585000,product,12,A,False
21498,2011-06,B1_last_month,710.906700,product,12,A,False
21499,2011-06,B1_last_month,483.327600,product,12,A,False
21500,2011-06,B1_last_month,389.182500,product,12,A,False
21503,2011-06,B1_last_month,74.130000,product,12,C,False
21504,2011-06,B1_last_month,256.489800,product,12,B,False
21506,2011-06,B1_last_month,398.078100,product,12,A,False
21507,2011-06,B1_last_month,212.011800,product,12,B,False
21508,2011-06,B1_last_month,119.349300,product,12,B,False
21509,2011-06,B1_last_month,220.166100,product,12,B,False
21518,2011-06,B1_last_month,37.806300,product,12,C,False
21519,2011-06,B1_last_month,120.831900,product,12,B,False
21520,2011-06,B1_last_month,41.512800,product,12,C,False
21523,2011-06,B1_last_month,176.429400,product,12,A,False
21524,2011-06,B1_last_month,109.712400,product,12,A,False
21527,2011-06,B1_last_month,58.562700,product,12,A,False
21528,2011-06,B1_last_month,37.065000,product,12,A,False
21530,2011-06,B1_last_month,18.532500,product,12,C,False
21531,2011-06,B1_last_month,60.045300,product,12,A,False
21533,2011-06,B1_last_month,31.134600,product,12,A,False
21534,2011-06,B1_last_month,14.084700,product,12,A,False
21535,2011-06,B1_last_month,88.214700,product,12,A,False
21537,2011-06,B1_last_month,45.960600,product,12,A,False
21538,2011-06,B1_last_month,3.706500,product,12,B,False
21539,2011-06,B1_last_month,60.045300,product,12,A,False
21544,2011-06,B1_last_month,96.369000,product,12,A,False
21547,2011-06,B1_last_month,11.860800,product,12,B,False
21555,2011-06,B1_last_month,13.343400,product,12,B,False
21556,2011-06,B1_last_month,40.030200,product,12,A,False
21557,2011-06,B1_last_month,6.671700,product,12,B,False
21558,2011-06,B1_last_month,176.429400,product,12,A,False
21559,2011-06,B1_last_month,226.837800,product,12,A,False
21561,2011-06,B1_last_month,86.732100,product,12,A,False
21562,2011-06,B1_last_month,23.721600,product,12,C,False
21563,2011-06,B1_last_month,30.393300,product,12,A,False
21564,2011-06,B1_last_month,45.960600,product,12,A,False
21576,2011-06,B1_last_month,26.686800,product,12,B,False
21577,2011-06,B1_last_month,32.617200,product,12,A,False
21578,2011-06,B1_last_month,35.582400,product,12,A,False
21579,2011-06,B1_last_month,15.567300,product,12,B,False
21580,2011-06,B1_last_month,13.343400,product,12,B,False
21581,2011-06,B1_last_month,12.602100,product,12,B,False
21584,2011-06,B1_last_month,102.299400,product,12,A,False
21586,2011-06,B1_last_month,57.821400,product,12,A,False
21587,2011-06,B1_last_month,51.891000,product,12,A,False
21588,2011-06,B1_last_month,28.910700,product,12,A,False
21591,2011-06,B1_last_month,128.244900,product,12,A,False
21592,2011-06,B1_last_month,71.906100,product,12,A,False
21594,2011-06,B1_last_month,0.000000,product,12,C,True
21595,2011-06,B1_last_month,0.000000,product,12,C,True
21609,2011-06,B1_last_month,60.045300,product,12,A,False
21613,2011-06,B1_last_month,14.084700,product,12,B,False
21614,2011-06,B1_last_month,37.806300,product,12,A,False
21615,2011-06,B1_last_month,14.826000,product,12,B,False
21616,2011-06,B1_last_month,17.049900,product,12,B,False
21617,2011-06,B1_last_month,13.343400,product,12,B,False
21618,2011-06,B1_last_month,11.119500,product,12,B,False
21619,2011-06,B1_last_month,9.636900,product,12,B,False
21620,2011-06,B1_last_month,23.721600,product,12,B,False
21621,2011-06,B1_last_month,370.650000,product,12,A,False
21622,2011-06,B1_last_month,52.632300,product,12,A,False
21623,2011-06,B1_last_month,338.032800,product,12,A,False
21624,2011-06,B1_last_month,33.358500,product,12,A,False
21625,2011-06,B1_last_month,4.447800,product,12,A,False
21626,2011-06,B1_last_month,37.806300,product,12,B,False
21627,2011-06,B1_last_month,3.706500,product,12,B,False
21628,2011-06,B1_last_month,5.930400,product,12,B,False
21629,2011-06,B1_last_month,3.706500,product,12,B,False
21630,2011-06,B1_last_month,6.671700,product,12,B,False
21631,2011-06,B1_last_month,5.930400,product,12,B,False
21632,2011-06,B1_last_month,4.447800,product,12,B,False
21633,2011-06,B1_last_month,6.671700,product,12,B,False
21634,2011-06,B1_last_month,22.980300,product,12,B,False
21635,2011-06,B1_last_month,3.706500,product,12,C,False
21636,2011-06,B1_last_month,2.965200,product,12,C,False
21637,2011-06,B1_last_month,53.373600,product,12,B,False
21638,2011-06,B1_last_month,25.204200,product,12,B,False
21640,2011-06,B1_last_month,87.473400,product,12,B,False
21641,2011-06,B1_last_month,27.428100,product,12,C,False
21642,2011-06,B1_last_month,95.627700,product,12,B,False
21643,2011-06,B1_last_month,28.910700,product,12,B,False
21644,2011-06,B1_last_month,35.582400,product,12,B,False
21647,2011-06,B1_last_month,32.617200,product,12,B,False
21648,2011-06,B1_last_month,75.612600,product,12,A,False
21650,2011-06,B1_last_month,70.423500,product,12,C,False
21651,2011-06,B1_last_month,23.721600,product,12,B,False
21654,2011-06,B1_last_month,28.169400,product,12,C,False
21655,2011-06,B1_last_month,1.482600,product,12,B,False
21656,2011-06,B1_last_month,75.612600,product,12,B,False
21657,2011-06,B1_last_month,5.930400,product,12,B,False
21658,2011-06,B1_last_month,37.806300,product,12,A,False
21661,2011-06,B1_last_month,5.189100,product,12,B,False
21662,2011-06,B1_last_month,10.378200,product,12,B,False
21664,2011-06,B1_last_month,7.413000,product,12,B,False
21666,2011-06,B1_last_month,51.891000,product,12,B,False
21667,2011-06,B1_last_month,11.860800,product,12,A,False
21668,2011-06,B1_last_month,191.996700,product,12,A,False
21669,2011-06,B1_last_month,209.046600,product,12,A,False
21670,2011-06,B1_last_month,73.388700,product,12,A,False
21671,2011-06,B1_last_month,378.063000,product,12,A,False
21672,2011-06,B1_last_month,312.828600,product,12,A,False
21673,2011-06,B1_last_month,210.529200,product,12,A,False
21675,2011-06,B1_last_month,37.806300,product,12,B,False
21676,2011-06,B1_last_month,51.149700,product,12,C,False
21677,2011-06,B1_last_month,36.323700,product,12,B,False
21678,2011-06,B1_last_month,13.343400,product,12,C,False
21679,2011-06,B1_last_month,94.886400,product,12,A,False
21680,2011-06,B1_last_month,48.925800,product,12,B,False
21681,2011-06,B1_last_month,3.706500,product,12,B,False
21682,2011-06,B1_last_month,7.413000,product,12,B,False
21683,2011-06,B1_last_month,24.462900,product,12,B,False
21684,2011-06,B1_last_month,50.408400,product,12,B,False
21686,2011-06,B1_last_month,5.930400,product,12,B,False
21688,2011-06,B1_last_month,28.910700,product,12,B,False
21689,2011-06,B1_last_month,11.119500,product,12,B,False
21690,2011-06,B1_last_month,11.119500,product,12,B,False
21692,2011-06,B1_last_month,8.154300,product,12,B,False
21693,2011-06,B1_last_month,28.910700,product,12,B,False
21694,2011-06,B1_last_month,8.895600,product,12,B,False
21695,2011-06,B1_last_month,14.084700,product,12,B,False
21696,2011-06,B1_last_month,27.428100,product,12,B,False
21698,2011-06,B1_last_month,23.721600,product,12,C,False
21700,2011-06,B1_last_month,131.210100,product,12,A,False
21703,2011-06,B1_last_month,421.058400,product,12,A,False
21704,2011-06,B1_last_month,513.720900,product,12,A,False
21705,2011-06,B1_last_month,35.582400,product,11,B,False
21706,2011-06,B1_last_month,32.617200,product,12,A,False
21707,2011-06,B1_last_month,24.462900,product,12,A,False
21708,2011-06,B1_last_month,8.895600,product,12,B,False
21709,2011-06,B1_last_month,13.343400,product,12,B,False
21710,2011-06,B1_last_month,12.602100,product,12,B,False
21711,2011-06,B1_last_month,5.930400,product,12,B,False
21713,2011-06,B1_last_month,48.184500,product,12,A,False
21714,2011-06,B1_last_month,110.453700,product,12,A,False
21715,2011-06,B1_last_month,77.836500,product,12,A,False
21716,2011-06,B1_last_month,112.677600,product,12,A,False
21717,2011-06,B1_last_month,26.686800,product,12,A,False
21718,2011-06,B1_last_month,40.030200,product,12,A,False
21719,2011-06,B1_last_month,17.791200,product,12,C,False
21720,2011-06,B1_last_month,11.860800,product,12,B,False
21721,2011-06,B1_last_month,30.393300,product,12,B,False
21722,2011-06,B1_last_month,17.049900,product,12,C,False
21723,2011-06,B1_last_month,25.945500,product,12,C,False
21724,2011-06,B1_last_month,47.443200,product,12,C,False
21725,2011-06,B1_last_month,46.701900,product,12,B,False
21726,2011-06,B1_last_month,52.632300,product,12,C,False
21730,2011-06,B1_last_month,29.652000,product,12,A,False
21731,2011-06,B1_last_month,773.917200,product,12,A,False
21733,2011-06,B1_last_month,495.929700,product,12,A,False
21735,2011-06,B1_last_month,25.204200,product,12,A,False
21736,2011-06,B1_last_month,14.084700,product,12,C,False
21738,2011-06,B1_last_month,4.447800,product,12,B,False
21739,2011-06,B1_last_month,10.378200,product,12,C,False
21741,2011-06,B1_last_month,10.378200,product,12,B,False
21742,2011-06,B1_last_month,6.671700,product,12,B,False
21743,2011-06,B1_last_month,34.841100,product,12,A,False
21744,2011-06,B1_last_month,8.154300,product,12,B,False
21745,2011-06,B1_last_month,54.114900,product,12,A,False
21746,2011-06,B1_last_month,191.255400,product,12,A,False
21747,2011-06,B1_last_month,103.782000,product,12,B,False
21749,2011-06,B1_last_month,137.881800,product,12,A,False
21750,2011-06,B1_last_month,3.706500,product,12,C,False
21754,2011-06,B1_last_month,117.125400,product,12,A,False
21755,2011-06,B1_last_month,100.816800,product,12,A,False
21756,2011-06,B1_last_month,31.875900,product,12,A,False
21757,2011-06,B1_last_month,0.000000,product,10,C,True
21758,2011-06,B1_last_month,2.223900,product,12,C,False
21761,2011-06,B1_last_month,0.741300,product,12,B,False
21763,2011-06,B1_last_month,1.482600,product,12,B,False
21769,2011-06,B1_last_month,0.741300,product,12,A,False
21770,2011-06,B1_last_month,31.134600,product,12,A,False
21773,2011-06,B1_last_month,27.428100,product,12,B,False
21774,2011-06,B1_last_month,60.786600,product,12,B,False
21775,2011-06,B1_last_month,21.497700,product,12,B,False
21777,2011-06,B1_last_month,48.184500,product,12,A,False
21781,2011-06,B1_last_month,7.413000,product,12,A,False
21784,2011-06,B1_last_month,5.189100,product,12,A,False
21785,2011-06,B1_last_month,152.707800,product,12,B,False
